,age,breeds,description,media,name,pet_id,sex,size,status
437,Adult,Hound,"16 Dec 2018: Britches is beautiful hound mix, who gets along well with both dogs and cats. She is about 7 years old and weighs 40 pounds. She is currently in a foster home but still looking for her forever. Please apply to adopt.","['http://photos.petfinder.com/photos/pets/43439541/1/?bust=1545216903', 'http://photos.petfinder.com/photos/pets/43439541/2/?bust=1545216986', 'http://photos.petfinder.com/photos/pets/43439541/3/?bust=1545217121']",Britches,43439541,F,M,A
438,Adult,"Pit Bull Terrier, Labrador Retriever","Pepper is a female pitbull/lab mix, approx. 2 years old and about 50lbs. Pepper was rescued from a high kill shelter in North Carolina. She is a high energy dog who loves a lot of attention. She loves the outdoors and needs a lot of exercise. 

Pepper is working on her housetraining, but she's not quite there yet. She likes to choose her doggie friends; some she gets along with better than others.  Pepper would love a home w/ a fenced in yard, and children over the age of 13. She knows some basic commands but will need more training. 

Pepper is spayed and up-to-date on vaccinations, and heartworm preventative treatment.

Pepper is still looking for her forever home and hopes she will find the right fit soon!!","['http://photos.petfinder.com/photos/pets/38834818/1/?bust=1539459334', 'http://photos.petfinder.com/photos/pets/38834818/2/?bust=1539459335']",Pepper,38834818,F,M,A
439,Adult,Pug,"Hi potential family...I specialize in stealing hearts...can I try YOURS? Ruff House Rescue ""Goes Big"" so more pets have a chance to go home. This means we are rescuing in areas that we can make the biggest lifesaving impact. While we continue to help our local dogs and families in NY wanting to surrender their pets we are compelled to help the animals most in need from the highest kill rate shelters in the country and the highest statistic for strays. Hundreds and thousands of highly adoptable puppies and dogs are killed daily. Therefore the majority of our pets come from these areas. This means the cost of rescue is higher due to the high costs of vetting, boarding, and transport. Please note our adoption fees vary and are the most reliable source of revenue enabling us to continue our rescue efforts. Your adoption fees directly contribute to the rescue of these animals. Please see our website for information and an application to adopt or foster or volunteer for RHR. Adoption fees vary from $250 to $500 which includes a pets spay/neuter - Micro-chipping - current vaccinations - heartworm testing. We ask that adopters submit applications in advance to help facilitate the adoption process. Please note while you may not be sure what pet you are interested in if any your application will help us find you the perfect match. Applications at Ruffhouserescue.org - *Please only submit an application if you are available immediately to adopt. Have a rental agreement to have a pet and all family members are ready to adopt. Thank you for thinking Adoption First!",['http://photos.petfinder.com/photos/pets/43519648/1/?bust=1544617484'],Leo,43519648,M,M,A
440,Adult,German Shepherd Dog,"Teresa is a 2-year old spayed female German Shepherd mix.  She is up-to-date on vaccines; is house-trained and crate-trained.  Teresa has typical Shepherd features, such as long legs and long snout, but coloring is brindle.  She doesn't growl at our other dogs when the puppies are with her, but she does get between them and the puppies.  Teresa is very gentle and loves to run and play.

1.  Navigate to our online Adoption Application at https://bridges2safety.wufoo.com/forms/bridges-to-safety-adoption-application/ .
2.  If you problems with the form or have questions, call Ellen at (732) 859-8915 or email us at bridgesdogsmail@gmail.com.","['http://photos.petfinder.com/photos/pets/43041732/1/?bust=1539879889', 'http://photos.petfinder.com/photos/pets/43041732/2/?bust=1539879896', 'http://photos.petfinder.com/photos/pets/43041732/3/?bust=1539956073']",Teresa,43041732,F,L,A
441,Senior,Pit Bull Terrier,"Meet Mae! (formerly Mea at Brandywine Valley SPCA)

Mae was dumped at 10 years old.... she had owners who attempted to surrender her at a shelter and when they were refused, they let her go near the shelter and refused to call the shelter back when they found her. We aren't sure why because she is absolutely amazing! We will let her tell you for herself.....

""Hi, everyone! My name is Mae! Not to brag or anything, but I have to be one of the most beloved dogs ever!! And knowing this, I really believe that one day my FOREVER family is going to walk through the door and bring me home with them!???

I am potty-trained and wait patiently wait for someone to take me outside. I will gently howl by the door to let you know that I have to go - I'm told it's super cute! I also love being with people, so sometimes they have to convince me to go in my crate when it's time for them to leave the house; but, I always go! What can I say? I want to spend all of my time being pet with my people! I am great with children and live with 2 in foster care, great on the leash, and know all of my basic commands, such as sit, lay down, and give paw.
 
While I'm treat-motivated (great for training), I never beg for food. I also always love to meet new people and I like to relax in my bed when nobody is available to snuggle. And listen, I also learned that I donât really love the stairs anymore... my hips arenât what they used to be, okay? I also will do best in a home environment with other calm dogs who understand that I can be somewhat hypersensitive to movement since I have some blind spots in my vision and donât want to play rough with my old lady hips! And lastly, I donât like cats... but who does?

I paw-mise that I am very sweet, and loyal, and lovable; and I want a family of my own now. So, what do you say? Are you going to give me a shot?â

Mae is spayed, up-to-date on vaccines, 4dx heartworm negative, on monthly prevention, microchipped, and dewormed. She will have senior panel bloodwork and urinalysis run prior to adoption and will be on allergy injections and Dasuquin for her age-related arthritis.

Mae is a 52 lbs cutie patootie elderbull looking for a new home that will not give up on her this time around! If that is you, visit our website for an application: www.bellareedpbr.com/adoption

For more photos of Mae, visit her photo album on our Facebook page: www.facebook.com/BRPBR","['http://photos.petfinder.com/photos/pets/43476954/1/?bust=1545315904', 'http://photos.petfinder.com/photos/pets/43476954/2/?bust=1545424819', 'http://photos.petfinder.com/photos/pets/43476954/3/?bust=1545505287', 'http://photos.petfinder.com/photos/pets/43476954/4/?bust=1544148576', 'http://photos.petfinder.com/photos/pets/43476954/5/?bust=1544148576', 'http://photos.petfinder.com/photos/pets/43476954/6/?bust=1544148577']",Mae,43476954,F,M,A
442,Young,Chihuahua,,"['http://photos.petfinder.com/photos/pets/43426790/1/?bust=1544533260', 'http://photos.petfinder.com/photos/pets/43426790/2/?bust=1543635330']",Holly,43426790,F,S,A
443,Adult,Pit Bull Terrier,"I am ""   "". Visit me now, take me away, and cherish my unconditional love. For information, please call the Atlantic County Animal Shelter at (609) 485-2345. And, please tell the Shelter you found me on Petfinder.com. Thanks.",['http://photos.petfinder.com/photos/pets/43625927/1/?bust=1545835506'],Elliot,43625927,M,M,A
444,Baby,"Retriever, Rhodesian Ridgeback","Cuddles is a great puppy who loves everyone! He is only 6.5 months old and 45 lbs and just the sweetest mush. Cuddles is friendly and social and loves other dogs, and we can cat test. He is well mannered and gentle and just great. We think he will be in the 60 lb range for his feet are not very big. He is truly a wonderful puppy in need of a wonderful home ASAP! A must meet, for he will steal your heart for sure.  (If you do not hear back from us within about 6 hours, send us your phone number, for there might be something wrong with your email!) 
Lovable Mutts Adoption Center is a private, in home, all breed rescue/adoption facility, specializing in all ages and sizes of dogs.  We exist only on the kindness of your donations and adoptions!  We pride ourselves on being an HOLISTIC center and feed only holistic grain free foods and give daily, various, vitamins and supplements to all of our dogs. 

Our dogs are well socialized, very friendly, well mannered, affectionate, and in wonderful health. While some might be timid or shy, we work with our adopters in any way we can, to help them to work with their new family member. We give training tips and behavioral tips and even board for a very reasonable fee. Our dogs are extremely well cared for - most even know how to use a dog door by the time they leave us, know basic commands, and are crate trained!  We stand by our pups/dogs, and give 10 days for a refund and almost always take our dogs back at any age of their lives (can sometimes depend on the dog)! 

Lovable Mutts Adoption Center has an application screening process.  All applicants are asked to provide vet references, personal references, and a home visit.  We pride ourselves in matching up the right dog with the right home.  Sometimes this happens quickly and sometimes it might take awhile.  We hope you understand and are willing to wait for the perfect pup for your situation. We reserve the right to turn applicants down and to change our mind about a suitable match, for we are only concerned about what is best for our dogs.  Also note that we arrange our visiting hours around your schedule, as this is a private, in home facility.  We respond to all inquiries promptly, so if you have any trouble sending us an email, or have not heard back from us within 24 hours, please, CONTACT US AGAIN and check your spam!  (We all know how emails can be at times!)

Our dogs are spayed or neutered (if old enough), up to date on vaccines, wormed, heartworm tested, and free of fleas and ticks.  We temperament test our  dogs and they are all suitable for many family situations. Our dogs are well mannered,  and are in our family/home situation at this time (not kept in kennels or crates), and are worked with daily.  All of our dogs do well with other dogs and many do well with cats, and we can cat test. Adoption donations vary with age, breed, vetting, and training of the dog, and range from $250 to $500. This donation helps to pay for shots, de-wormings, spays, neuters, flea protection, heartworm/Lyme testing, treatments, and other vetting/issues that might be needed, for dogs in our care.  (We do not tend to place puppies or small dogs with kids under 6 and reserve the right to match who WE feel would be the best homes for our dogs.)  
Please, come adopt one of our Lovable Mutts - you will be so glad you did!

(IF YOU DO NOT GET A REPLY EMAIL WITHIN 24 HOURS, CHECK YOUR SPAM BOX - WE REPLY EVERY FEW HOURS TO EMAILS)","['http://photos.petfinder.com/photos/pets/43564664/1/?bust=1545063837', 'http://photos.petfinder.com/photos/pets/43564664/2/?bust=1545063846', 'http://photos.petfinder.com/photos/pets/43564664/3/?bust=1545063856', 'http://photos.petfinder.com/photos/pets/43564664/4/?bust=1545063865']",Cuddles (Great Family Pup),43564664,M,L,A
445,Baby,Australian Cattle Dog / Blue Heeler,"Lukas is a smart and handsome 1 year old 45 lb Australian Cattle Dog mix with soulful eyes and a big, sweet smile.  This charmer is a social dude who gets along beautifully with other dogs.  

His adorable nubby tail makes his whole butt wiggle with joy when he greets dogs and humans.  Lovely Lukas is looking to wiggle his way into a fun-loving forever home.


Thank you so much for your interest in adopting a dog from A New Chance Animal Rescue (www.anewchancear.org). We are a 501c3, tax deductible, organization. We are an all volunteer group, so after submitting your application, if you don't hear back from us within a few days, please e-mail us at adoption@anewchancear.org. Be sure to read about the adoption process (https://anewchancear.org/adopt/adoption-process/) on our website, so you'll know what to expect and fill out all fields on the adoption application (https://anewchancear.org/adopt/adoption-application/) or we won't be able to process it. We are a foster-based rescue and do NOT have a shelter or boarding facility. AN APPLICATION MUST BE COMPLETED IN FULL AND APPROVED BEFORE A DOG CAN BE MET. Please do not contact us requesting a meeting with a dog because we are an all-volunteer organization, and these requests tie up our volunteers who could instead be checking applications. 

As you can imagine, we are only able to save as many dogs as we have foster homes (https://anewchancear.org/foster/faqs/) and resources for. We do not have a shelter facility and we provide medical care including vaccinations, testing, deworming, spaying/neutering, and microchipping before transporting our dogs. Then, we provide whatever follow up care is necessary while they are in foster care. All of this is very expensive and the number of lives we can save is entirely dependent upon donations from people like you. We do not receive funding from private foundations or government sources, so if you can find room in your heart to help us, with any amount, we are truly grateful (https://anewchancear.org/help/donate/). We are a 501c3 organization, so all donations are tax-deductible. It is only through your kindness and that of supporters like you that we are ""changing lives...one tail at a time"" by providing our dogs with ""A New Chance."" (www.anewchancear.org)

Thanks so much.","['http://photos.petfinder.com/photos/pets/43443634/1/?bust=1544136792', 'http://photos.petfinder.com/photos/pets/43443634/2/?bust=1543836174', 'http://photos.petfinder.com/photos/pets/43443634/3/?bust=1544136793', 'http://photos.petfinder.com/photos/pets/43443634/4/?bust=1544136794']",Lukas,43443634,M,M,A
446,Young,"Mixed Breed, Pit Bull Terrier","Mike is a sweet puppy! At 8-10 months old, Mike still has lots of puppy energy. He will do well with structure and consistency. Mike's former owners say he is good with cats and dogs. This guy will make a great family pet. ","['http://photos.petfinder.com/photos/pets/43587143/1/?bust=1545640088', 'http://photos.petfinder.com/photos/pets/43587143/2/?bust=1545640095']",Mike,43587143,M,L,A
447,Adult,Plott Hound,"When people talk about dogs.. wishing they could be more like a dog.. Poe is what we refer to.. he's had some rotten luck in life.. but he is such a happy, fully present, utterly content wounded wanderer! Po sustained an injury and now his hind legs move as one limb with two paws!  ITS AMAZING actually how well he moves along.. PLUS.. he's got an incredible attitude! Happy.. Poe is a happy happy sweet humble boy who's only got space for happy!

Poe thoroughly enjoys group plays with other get-along kinda dogs.. a challenging male dog will prove to be a bit threatening to Poe so we make sure to pair him up with wiggly, easy going, confident doggies. Pippy, Penny, Madeline, Leo to name a few of his buddies! As stated above, despite his previous injury, Poe sure does well sprinting around the yard with his buds. Once in a while, he might trip but he always gets right back up and continues play. Now.. Poe's most FAV game ever is FETCH.. he will chase a ball all day long! He even knows how to drop the ball on command (often in trade for a treat!!) so we can give it another throw. He'll often break away from the pack to join up in a nice ball game.  

Guaranteed you'll never meet another dog like Poe in your life. We're not quite sure how Poe became the way that he is but we are sure he doesn't skip a beat! Did we mention he loves to SWIM?! Check out the photos of Poe's doggy paddle skills! A long hike to the reservoir is another fav activity for Poe! 

***While we are very grateful for PetFinder, we have been having chronic problems receiving inquires. Please contact us directly if you are interested in adopting by emailing us at lovedogs.bedfordny@gmail.com and visit fortheloveofdogsrescue.org***","['http://photos.petfinder.com/photos/pets/39326160/1/?bust=1523798024', 'http://photos.petfinder.com/photos/pets/39326160/2/?bust=1531768340', 'http://photos.petfinder.com/photos/pets/39326160/3/?bust=1504831902', 'http://photos.petfinder.com/photos/pets/39326160/4/?bust=1531768340', 'http://photos.petfinder.com/photos/pets/39326160/5/?bust=1504831998', 'http://photos.petfinder.com/photos/pets/39326160/6/?bust=1521049790']",Poe,39326160,M,M,A
448,Young,Pit Bull Terrier,"Jada is a gorgeous girl, perfectly fine with other dogs, and adores every human she meets! All she wants is to snuggle, cuddle, and give love. She is truly an affectionate, sweet girl. Fill out our dog adoption application online at pawscrossedny.org

The Shelter software system requires that we choose a predominant breed or breed mix for our dogs. Visual breed identification in dogs is unreliable so for most of our dogs we are only guessing at predominant breed or breed mix. We encourage you to select your new companion by considering each dog's individual personality and pet qualities instead of relying on a breed label that is only a guess.","['http://photos.petfinder.com/photos/pets/43301410/1/?bust=1545120591', 'http://photos.petfinder.com/photos/pets/43301410/2/?bust=1545120630']",Jada,43301410,F,M,A
449,Adult,Pit Bull Terrier,"14 August 2018: Sweet Monday was pulled from an overcrowded southern shelter. This adorable girl had been in the shelter in May, with her two puppies, who have since been adopted. Monday is dog friendly and submissive but should not be in a home with cats. She is an absolute sweetheart and we are committed to finding her the perfect home. Please apply to foster or adopt.","['http://photos.petfinder.com/photos/pets/42479336/1/?bust=1545216905', 'http://photos.petfinder.com/photos/pets/42479336/2/?bust=1545216966', 'http://photos.petfinder.com/photos/pets/42479336/3/?bust=1545217142']",Monday,42479336,F,M,A
450,Young,German Shepherd Dog,"Age: 3 years
Size: Medium/Large
Activity Level:  High
Good With Dogs: No
Good With Cats: No
Good with Children: Over 10


Meet Apollo!!!!  Apollo was pulled from a local shelter.  He was abandoned in a car lot with a bunch of other dogs.  Apollo has been in daily training for the past 6 months, and is doing great. Apollo knows sit, stay, lie down, fetch, and paw. He is a big, strong, and athletic boy who just wants to please and needs lots of exercise!  Apollo is a teddy bear who is great with strangers and friendly to people he meets.  Apollo walks in a heel on leash and does not pull. However, Apollo does NOT like other dogs and while he does not lunge or pull toward other dogs, he does need to keep a clear distance. Apollo would do best with a fenced in yard, but he will stay on your property if supervised off-leash. Apollo does not like thunderstorms or fireworks, but is fine if provided a quiet and safe space. Want to hit the beach? Apollo LOVES the water and will play fetch and swim. Apollo loves rides in the car, and is a good passenger, laying down in the back seat. Apollo is a gentleman when playing or taking treats, he is obedient, loyal, and very affectionate. If you are looking for a BFF to go everywhere with you, and be your companion on your adventures, please consider Apollo. He is the dog you will remember for a lifetime!  Prior GSD experience is highly recommended for this awesome dog. 

For more information about our adoption policies and to access our online application, please visit our website at www.gsgsr.org.  Please note:

GSGSR primary service area is New Jersey, Eastern PA, Delaware Valley and Manhattan.  We are not able to service Long Island at this time.  

The age requirement for adoption is 25 to 70 years old; If you are outside of this age range, please email us first.

We require all adopters attend professional training with their adopted dog.  Exceptions are made for adopters who are K-9 professionals or for senior dogs being adopted.

We are an all volunteer organization and every effort is made to proceed as efficiently as possible with an application. As with all rescues, we do require veterinary references if you have a pet, personal reference, a phone interview and home visit. This process has been created to insure that we match each applicant with the best possible dog.","['http://photos.petfinder.com/photos/pets/41098518/1/?bust=1534042833', 'http://photos.petfinder.com/photos/pets/41098518/2/?bust=1534042834', 'http://photos.petfinder.com/photos/pets/41098518/3/?bust=1534042835', 'http://photos.petfinder.com/photos/pets/41098518/4/?bust=1520145033', 'http://photos.petfinder.com/photos/pets/41098518/5/?bust=1534042835', 'http://photos.petfinder.com/photos/pets/41098518/6/?bust=1520145232']",Apollo,41098518,M,L,A
451,Young,"Pit Bull Terrier, Mixed Breed","Shortie is a 4 year old spayed female pittie mix. She is a fabulous girl who is very smart, friendly with people, and doesn't mind cats. Shortie is a cuddle-bug and would be happiest being the only dog, and because of her size and energy level will do best in a forever family with older kids. Shortie knows some commands and absolutely loves fetching balls! Shortie loves to go for walks, she is energetic and loves to run with her ball. Shortie will make a loyal, loving companion in the right home. If you are interested in adopting her, please fill out an application at www.justice-rescue.com. For more information, email info@justice-rescue.com ","['http://photos.petfinder.com/photos/pets/42656620/1/?bust=1536321214', 'http://photos.petfinder.com/photos/pets/42656620/2/?bust=1536321259', 'http://photos.petfinder.com/photos/pets/42656620/3/?bust=1536321289']",Shortie,42656620,F,L,A
452,Adult,Chihuahua,"Scooter is a 5 lb one year old Chi mix. He is very sweet. He will do best in a home without small children as he is nervous around them. He will be a very loyal companion to his adopter. He is neutered, up to date on shots and is ready to go home! Scooter loves lap time and jumps all around with glee when I come home. He is shy and nervous but warms up to adults with a little time.","['http://photos.petfinder.com/photos/pets/43485465/1/?bust=1544306900', 'http://photos.petfinder.com/photos/pets/43485465/2/?bust=1544224286', 'http://photos.petfinder.com/photos/pets/43485465/3/?bust=1544224335']",Scooter,43485465,M,S,A
453,Young,Siberian Husky,"Eve's Sanctuary does not have a public location to visit, although we do weekly adoption events in public locations on the UWS. If you are interested in a specific animal, please email info@evessanctuary.com with the name of the animal you are interested in written on the subject line. Please remember that ESAR requires a full complete application, an interview, and a home visit prior to final approval and placement of adopted animals. It may seem daunting at first, but to find true love its worth it, right? They aren't products on a shelf to buy, we love them like our own, and only want the best possible home for each and every one...thus the ""hoops."" Also, please trust our recommendations, we are skilled human furry freind matchmakers with many years of experience that has given us a unique and solid perspective. For these reasons we prefer adopters to be in NYC or the immediate area accessible by public transportation so we can work with you individually and educate you face to face!
Additionally, please understand that we are all volunteers, no salaries are paid, we have families and pets of our own, and we have full time jobs in addition to doing rescue work - so we may be (at times) slow-ish to get back to you. We promise we are doing our best as its in everyones best interest to place these darlings quickly, so we can save more. If you would like to expedite the process, and make us extra happy, please download our application from our website at: http://www.evessanctuary.org/Adoption.html , fill it out, and return it with your initial email inquiry. Be patient, be persistent, be polite, and we promise all will be well! ;-)
All animals come up to date on annual combo vaccs, rabies vaccs, heartworm tested negative, microchipped, and of course...spayed or neutered!","['http://photos.petfinder.com/photos/pets/43390654/1/?bust=1543291109', 'http://photos.petfinder.com/photos/pets/43390654/2/?bust=1543291111', 'http://photos.petfinder.com/photos/pets/43390654/3/?bust=1543291112']",Siberian Rachel,43390654,F,L,A
454,Adult,Mixed Breed,,['http://photos.petfinder.com/photos/pets/43631395/1/?bust=1545910955'],Mar,43631395,F,M,A
455,Baby,"Shiba Inu, Jindo","NYC Area -- Rescued from South Korea, Jain is a sweet but shy Jindo/Shiba Inu mix pup. At 6 months old and weighing approximately 13 pounds, Jain is currently being fostered in NYC and is looking for her forever home! Please consider adopting her!

You can meet Jain this SATURDAY or SUNDAY at our SANTA PAWS EVENTS
(If she is not adopted at Saturdayâs event, she will be there Sunday)

Saturday, Dec 22nd, 2018

BUSHWICK BARK
181 Irving Ave
Brooklyn, NY

12PM-4PM
-----------

Sunday, Dec 23rd, 2018

WESPAW PETS
44-05 Queens Blvd
Sunnyside, NY

12PM-4PM

PLEASE NOTE: You need to attend the OUTDOOR ADOPTION EVENT in order to meet this dog and bring your printed application. Please come to the event should you have any questions or email us at info@koreank9rescue.org. Thank you!
Fill out an online application here: http://bit.ly/2D6f5Zy
You must be 24 years of age or older to adopt.
**If this dog is listed here that means s/he is STILL available**

PLEASE REMEMBER TO BRING TO THE ADOPTION EVENT:
-a printed copy of your completed online application
-all human residents in your household
We require a completed application, reference check, & home check. An adoption fee applies. All dogs are spayed/neutered, vaccinated, and microchipped. Due to the volume of emails received we are unable to answer specific questions via email. Thank you!

BE ADVISED: Korean K9 Rescue does local adoptions within a 30-mile radius of Brooklyn, New York. Beyond this distance, adoptions are handled on a case-by-case basis. Please contact us in advance to confirm if you are eligible/if the specific dog can be adopted outside of radius.

After selecting who we feel is the best fit for the dog, we notify the potential adopter to discuss the next steps for approval. That might be the same evening or in the days that follow the event. Thank you for your support and patience!

We believe people adopt rescue animals because even though there can be challenges, it is an extremely rewarding experience. As an adopter of a rescue animal, you are willing to accept the imperfections and baggage of an animalâs past and will work with them, train them, and love them for all that they are. Our adopted dogs who have gone to patient, loving families have had some incredible transformations, and we hope to provide each and every one of our rescues with this opportunity for a new life. We absolutely love seeing photos of our alums relaxed and smiling in their new adoptive homes, and we hope that you will consider adopting one of our pups and give them the opportunity to grow and find happiness with you.

Follow us on Facebook: http://www.facebook.com/KoreanK9Rescue/
Instagram: @koreank9rescue
For more information, please visit http://www.koreank9rescue.org",['http://photos.petfinder.com/photos/pets/43561908/1/?bust=1545031643'],Jain,43561908,F,S,A
456,Young,Hound,"Ava was rescued from a kill shelter in NC on Valentine's Day,  the day ahe delivered her beautiful puppies.  This beautiful mama is sweet and ndependent Ava. A gentle nibble from her or long look into her soulful eyes and all seems right with the world. Practically a puppy herself, Ava is good-natured, playful and mischievous, she will steal your shoe as surely as she will steal your heart. She would do best in a home where she has room to run, or a running partner to help her expend all that good energy. She shows ZERO aggression to dogs and humans, and does well with children. However, she comes from hunting dogs and would not do well in a home with cats.

Ava is in a foster home in Roosevelt,  NJ 08555 - near Jackson)","['http://photos.petfinder.com/photos/pets/41398796/1/?bust=1523647808', 'http://photos.petfinder.com/photos/pets/41398796/2/?bust=1523647826', 'http://photos.petfinder.com/photos/pets/41398796/3/?bust=1523713404', 'http://photos.petfinder.com/photos/pets/41398796/4/?bust=1523713404', 'http://photos.petfinder.com/photos/pets/41398796/5/?bust=1523713404']",Ava,41398796,F,M,A
457,Young,Mixed Breed,"Please help us welcome sweet little Berry to Bideawee! Berry and her sister Holly came all the way from down south to New York City to stay with us while they look for their forever homes. Berry is a sweet three year old girl with a beautiful brindle coat and big brown eyes. She's a bit shy and is especially nervous on her walks, but feels better when her sister is around to show her that the big city isn't so scary. Berry is a gentle and loving girl who will need a little time and help to boost her confidence, but it will be worth it to see this girl flourish and be such a special addition to your family. Come meet this adorable girl today! ","['http://photos.petfinder.com/photos/pets/43558680/1/?bust=1544979131', 'http://photos.petfinder.com/photos/pets/43558680/2/?bust=1544979131']",Berry,43558680,F,M,A
458,Young,"Hound, Anatolian Shepherd","Foster Update: I'm Goose, a Southern Belle acclimating very quickly to fun, adventuresome life in the city. A week ago I was sleeping on cold concrete in a shelter. I didn't understand stairs or the front door and I was scared of overpasses when I arrived. I got over that quickly. I learned how to run next to a bike in the park. I even learned that I am supposed to go to the bathroom outside in the cold rather than the nice warm comfort of inside (weird, but I learned quickly and now never get it wrong). I am super soft and affectionate and I love saying hi to everyone on the street. And they love me. I am gentle and I like kids and all dogs and am just thrilled to be alive. I am 10 months old and have all the silly adorable enthusiasm of a puppy without the bad habits. I'm told I will make a perfect dog, especially for someone who enjoys equally going for runs, hikes or bike rides as much as hanging at home stroking my soft silky fur. Come and meet me and you will fall in love with me. Goose is a 10-month-old hound and anatolian shepherd mix who is likely to be 60lbs fully grown. She is up to date on all age appropriate medical care and microchipped. This dog is available for adoption through Muddy Paws Rescue. If you're interested in adopting, the first thing you should do is fill out an adoption application at www.muddypawsrescue.org. We will be in touch with you within 7 days of receiving your application!","['http://photos.petfinder.com/photos/pets/43533137/1/?bust=1545152724', 'http://photos.petfinder.com/photos/pets/43533137/2/?bust=1545152744', 'http://photos.petfinder.com/photos/pets/43533137/3/?bust=1545152755']",Goose,43533137,F,XL,A
459,Adult,"Shepherd, American Staffordshire Terrier","Lolly is a very sweet 2 year old Shepherd mix girl! She is mama to two beautiful boys. She is currently with our vet partner in Georgia and will be fostered in the Valley Stream, NY area.","['http://photos.petfinder.com/photos/pets/42515397/1/?bust=1545193411', 'http://photos.petfinder.com/photos/pets/42515397/2/?bust=1545193432', 'http://photos.petfinder.com/photos/pets/42515397/3/?bust=1545193440']",Lolly,42515397,F,M,A
460,Adult,"Shepherd, Labrador Retriever","Meet our big boy Si (pronounced sigh)! Si is an insanely handsome 5 year old Shepherd/Lab mix with talents as big as he is! Si is a master at all of his commands,housebroken,and brings the ball right to you for fetch! What more could you want? Although Si is big,he is a gentle giant,who is very nervous with strangers. It may require a couple meets to gain his full trust,but if you are willing to be patient,you will be rewarded with endless love and loyalty from Si! He would do best in a home with no kids or other animals,and a household that is calm,with not too many visitors. Si is a spectacular dog,and you won't want to miss your chance with him!","['http://photos.petfinder.com/photos/pets/42804049/1/?bust=1537457726', 'http://photos.petfinder.com/photos/pets/42804049/2/?bust=1537457936']",Si,42804049,M,L,A
461,Adult,Terrier,"Jubilee has been at the shelter coming up on 3 years in January and we are not sure why! She has a great personality, is very playful and wants to please people. She knows all commands and is very food motivated (hence her size...she needs to lose a few pounds!). She keeps herself occupied with toys, walks nice on leash and is housebroken. Jubilee has energy but is also happy just cuddling and watching a movie. She would like to be the only dog in her home, as she never learned how to share with other dogs. Also, she is a bull in a china shop kind of gal, so no small kids for this babe. Maybe that is why she sits, year after year, waiting for her furever family. Jubilee really wants a family to spend the rest of her days and she deserves nothing but the best! Would you open your heart and home to this chunky gal?  


All pets at this shelter are up-to-date on shots and will be altered and micro-chipped upon adoption.  Please visit our shelter to meet the many adorable orphans that are available for adoption.  When inquiring about a specific animal you saw on this website, please include the ID number associated with the animal. We are open 7 days a week from 12pm-5: 30pm Monday thru Friday and 12pm-5:00 Saturday & Sunday. For information and/or directions call 732-922-0100 or email TintonFallsahs@aol.com. There is an adoption fee required.  The Society cannot accept personal checks but we do accept Visa, MC, AE, and cash.

                               IMPORTANT
 As part of our adoption process, we must have proof of residency.  Homeowners must show proof of ownership; a valid lease that states ""pets ok"" is required for renters before an adoption can be approved. If you do not have a lease with your landlord you will need a notarized letter.","['http://photos.petfinder.com/photos/pets/36358720/1/?bust=1475179461', 'http://photos.petfinder.com/photos/pets/36358720/2/?bust=1504448293', 'http://photos.petfinder.com/photos/pets/36358720/3/?bust=1504448293', 'http://photos.petfinder.com/photos/pets/36358720/4/?bust=1515249527']",Jubilee,36358720,F,M,A
462,Adult,Collie,"This sweet boy was rescued in San SebastiÃ¡n, Puerto Rico when his elderly owner could no longer care for him or the other dogs he lived with. 

Brownie is about 6 years old and 55 lbs with a gorgeous shaggy coat. He is really sweet, shy and mellow, and deserves a quiet home outside the city with a soft bed and a mom or dad to cuddle him for the holidays. 

He is great with other dogs, and we are looking for a home with another dog to keep him company because he seems sad and lonely alone. He is fine with kids but older is better because energetic little ones would probably be overwhelming for him. 

He arrives Dec 15 and will be fully vetted, vaccinated, neutered, and microchipped. If you would like to adopt Brownie, please submit an application here:
https://www.thesatoproject.org/applicationform",['http://photos.petfinder.com/photos/pets/43357788/1/?bust=1542895072'],Brownie,43357788,M,M,A
463,Adult,Labrador Retriever,"To adopt please fill out an adoption  http://www.happydogrescue.org/Application595.html

Luke is a 2yo male lab mix who was rescued as a stray in rural Mississippi.  Friendly, well-socialized, happy temperament.  Very active, would make a great running companion (typical young lab)! Good with other dogs and would do well with a dog buddy in his new home. Not recommended for cats because he likes to chase them. Loves kids and recommended for children 10 years and older due to his size and active nature. Luke is very active outside, but settles down quickly in the house. Quiet and well-mannered inside, housebroken and crate trained. Obeys basic commands.  Loves to be with his people.  Good on a leash, rides great in the car.  When he first came to us, Luke had heartworms, but he was treated without complications and cured and is now ready for adoption. Healthy and fully vetted, current on shots, neutered, weighs about 55 pounds.  AWESOME young lab mix will make a wonderful companion  for an active family who loves the breed.

To adopt please fill out an adoption  http://www.happydogrescue.org/Application595.html 

Contact us at reply@happydogrescue.org

Visit us at  http://www.happydogrescue.org","['http://photos.petfinder.com/photos/pets/43274013/1/?bust=1542034865', 'http://photos.petfinder.com/photos/pets/43274013/2/?bust=1542034871', 'http://photos.petfinder.com/photos/pets/43274013/3/?bust=1542034879', 'http://photos.petfinder.com/photos/pets/43274013/4/?bust=1542034887']",Luke,43274013,M,L,A
