,age,breeds,description,media,name,pet_id,sex,size,status
1241,Baby,"Bichon Frise, Yorkshire Terrier","Yzma is a 12 week old, Yorkie/Bichon mix with silky hair and dark round eyes. Characteristic of her breed description, Yzma is loving and playful. She is also alert and curious. Yzma enjoys romping around the yard and is always up for learning new tricks. Yzmai has been well-socialized with other animals and would likely do well in a home with respectful children. 

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!",http://photos.petfinder.com/photos/pets/43628560/1/?bust=1545866215,Yzma,43628560,F,S,A
1242,Baby,Pit Bull Terrier,"Pam is part of a litter dubbed ""The Office."" These gorgeous Pitbull puppies have smooth coats and kind eyes. Characteristic of their breed description, these sweet babies are friendly and affectionate. They love to play and romp in the yard. They have been well-socialized with other animals and would likely do well with respectful children. 

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!",http://photos.petfinder.com/photos/pets/43561251/1/?bust=1545010696 http://photos.petfinder.com/photos/pets/43561251/2/?bust=1545010696 http://photos.petfinder.com/photos/pets/43561251/3/?bust=1545010697 http://photos.petfinder.com/photos/pets/43561251/4/?bust=1545010697 http://photos.petfinder.com/photos/pets/43561251/5/?bust=1545604130 http://photos.petfinder.com/photos/pets/43561251/6/?bust=1545604130,Pam,43561251,F,M,A
1243,Young,"Labrador Retriever, Pit Bull Terrier","This gorgeous 4 year old lady is Stella.  Stella is a bit shy upon first meeting, but warmed up quickly once inside the evaluation room with us.  She is a happy, friendly girl, excitedly chasing the tennis ball around the room.  Stella knows both sit and down, which she showed off for a tasty treat.  She had no issues sharing her food bowl whenever asked.  Stella did well meeting a calm male dog outside.  If you have any canine siblings for Stella please bring them down to the shelter for a meet and greet to ensure they are a good match.  Stop by and meet Stella today.",,STELLA 27247,40521172,F,M,A
1244,Young,Staffordshire Bull Terrier,"This 1 year old Staffie mix is Opal.Â  Opal pulls a bit on lead, excited to explore her surroundings.Â  She is extremely affectionate, people focused and a total wiggle butt.Â  Opal accepted treats softly from our fingers and was relaxed at her food bowl.Â  She willingly shared both her toys and rawhide whenever asked.Â  Opal was ok standing in the vicinity of other dogs, but became uncomfortable when the other dog was in her space.Â  She would most likely do best as the only pet in the household.Â  Stop by and meet Opal today.",http://photos.petfinder.com/photos/pets/42553799/1/?bust=1535110101 http://photos.petfinder.com/photos/pets/42553799/2/?bust=1535110111 http://photos.petfinder.com/photos/pets/42553799/3/?bust=1535110138 http://photos.petfinder.com/photos/pets/42553799/4/?bust=1540072365 http://photos.petfinder.com/photos/pets/42553799/5/?bust=1540072365 http://photos.petfinder.com/photos/pets/42553799/6/?bust=1540072366,OPAL 30922,42553799,F,M,A
1245,Young,"Black Labrador Retriever, Pit Bull Terrier","This 1 year old Lab/Pit mix is Binky.  Binky is an energetic pup who would excel as part of an active household.  He sat on command for a treat, which he accepted softly from our fingers.  Binky had no issues sharing his toys, bone or food bowl whenever asked.  He was not comfortable with the dogs he met outside and would do best as the only pet in the household.",http://photos.petfinder.com/photos/pets/42168303/1/?bust=1537184478 http://photos.petfinder.com/photos/pets/42168303/2/?bust=1537184479 http://photos.petfinder.com/photos/pets/42168303/3/?bust=1537184479 http://photos.petfinder.com/photos/pets/42168303/4/?bust=1537184480 http://photos.petfinder.com/photos/pets/42168303/5/?bust=1537184480,BINKY 31790,42168303,M,M,A
1246,Adult,Pit Bull Terrier,"This 2 year old Pit mix is Carolina.Â  Carolina is a happy, friendly, outgoing girl who would love a family of her very own.Â  She sat on command for a treat, which she accepted softly from our fingers.Â  Carolina willingly shared both her toy and bone whenever asked.Â  She allowed all handling at her food and was relaxed with the female dogs she met outside.Â  Stop by and meet Carolina today.",http://photos.petfinder.com/photos/pets/43159378/1/?bust=1541910843 http://photos.petfinder.com/photos/pets/43159378/2/?bust=1541910844 http://photos.petfinder.com/photos/pets/43159378/3/?bust=1541910844 http://photos.petfinder.com/photos/pets/43159378/4/?bust=1541910845 http://photos.petfinder.com/photos/pets/43159378/5/?bust=1541910846,Carolina 34638,43159378,F,M,A
1247,Adult,Pit Bull Terrier,"This 5 year old Pit mix is Pudgy.Â  Pudgy is a happy, friendly, adorable bundle of love.Â  She was gentle accepting treats and had no issues during her food test.Â  She showed no interest in our toy or bone selection, preferring instead to cuddle up to our evaluator.Â  Pudgy was uncomfortable with the dogs she met outside and would do best as an only pet.Â  Stop by and meet Pudgy today.",http://photos.petfinder.com/photos/pets/41937547/1/?bust=1537929607 http://photos.petfinder.com/photos/pets/41937547/2/?bust=1537929608 http://photos.petfinder.com/photos/pets/41937547/3/?bust=1537929609 http://photos.petfinder.com/photos/pets/41937547/4/?bust=1541910518,PUDGY 30920,41937547,F,M,A
1248,Adult,American Bulldog,"This 2 year old American Bulldog mix is Gucci.Â  Gucci is strong on lead, eager to explore.Â  He sat on command for a treat, which he accepted softly from our fingers.Â  Gucci had no issues sharing both his toys and bone whenever asked.Â  He wasn't interested in eating during his evaluation, but we saw no tension while at the food bowl.Â  Gucci will need to be the only pet in the household as he was not comfortable with the dogs he met outside.Â  Do to his size and strength, we feel it best that he be adopted to an experienced home without small children.Â  Stop by and meet Gucci today.",http://photos.petfinder.com/photos/pets/42555871/1/?bust=1540238594 http://photos.petfinder.com/photos/pets/42555871/2/?bust=1540238595 http://photos.petfinder.com/photos/pets/42555871/3/?bust=1540238595 http://photos.petfinder.com/photos/pets/42555871/4/?bust=1540238596 http://photos.petfinder.com/photos/pets/42555871/5/?bust=1540238596 http://photos.petfinder.com/photos/pets/42555871/6/?bust=1544620313,GUCCI 30404,42555871,M,L,A
1249,Adult,Pit Bull Terrier,"This 2 year old Pit mix is Savannah.Â  Savannah is a happy, friendly, outgoing girl who would excel as part of an active household.Â  She is extremely people focused, leaning into her handler for extra attention.Â  Savannah sat on command for a treat, which she accepted softly from our fingers.Â  She willingly shared both her ball and squeaky toy whenever asked.Â  Savannah was comfortable with all handling as she ate from her food bowl.Â  She was relaxed and friendly with the male and female dogs she met outside.Â  Stop by and meet this amazing girl today.",http://photos.petfinder.com/photos/pets/42824051/1/?bust=1539876908 http://photos.petfinder.com/photos/pets/42824051/2/?bust=1539876909 http://photos.petfinder.com/photos/pets/42824051/3/?bust=1539876909 http://photos.petfinder.com/photos/pets/42824051/4/?bust=1539876910 http://photos.petfinder.com/photos/pets/42824051/5/?bust=1539876912 http://photos.petfinder.com/photos/pets/42824051/6/?bust=1544395563,SAVANNAH 33303,42824051,F,M,A
1250,Young,Terrier,"This adorable 1 year old Terrier mix is Burt.Â  Burt is a bit shy in his kennel, but definitely opens up once outside.Â  He accepted treats gently from our fingers and had no issues sharing his food bowl with our evaluators.Â  Burt loves toys and tug of war.Â  He willingly shared both his toy and bone whenever asked.Â  Burt did well when meeting a calm dog outside.Â  If you have any potential canine siblings for Burt please bring them down to the shelter for a meet and greet to ensure they are the right match.Â  Adopt Burt today!",http://photos.petfinder.com/photos/pets/43030956/1/?bust=1539780379 http://photos.petfinder.com/photos/pets/43030956/2/?bust=1539780388 http://photos.petfinder.com/photos/pets/43030956/3/?bust=1539780394 http://photos.petfinder.com/photos/pets/43030956/4/?bust=1539780408 http://photos.petfinder.com/photos/pets/43030956/5/?bust=1539780564,BURT 32148,43030956,M,M,A
1251,Adult,"American Bulldog, Pit Bull Terrier","This 2 year old Pit mix is Rocco.  Rocco was surrendered to the shelter when his owners were moving and could not bring him along.  He is an energetic boy who would excel as part of an active household committed to burning off his playful energy.  Rocco  sat on command for a treat, which he accepted softly from our fingers.  He willingly shared both his toys and bone whenever asked.  Rocco was relaxed with all handling as he ate from the food bowl.  He was excited and jumpy with the male dog he met outside.  If you have any potential canine siblings for Rocco please bring them down to the shelter for a meet and greet to ensure they are the right match.  Stop by and meet Rocco today.",http://photos.petfinder.com/photos/pets/43545962/1/?bust=1544833191 http://photos.petfinder.com/photos/pets/43545962/2/?bust=1544833196 http://photos.petfinder.com/photos/pets/43545962/3/?bust=1544833201,ROCCO #22756,43545962,M,M,A
1252,Adult,Staffordshire Bull Terrier,"This 3 year old Staffie mix is Gypsy.  Gypsy is a bit unsure and standoffish upon first meeting.  We sat with her, giving her time to explore her surroundings and she began to warm up.  Gypsy knows the sit, paw and down commands.  She accepted treats gently from our fingers and had no issues at her food bowl.  Gypsy is a bit exuberant with her toys and bone, so she would do best in a home without small children.  She did well with a slow introduction to a male dog, but was a little unsure with the female dog.  If you have any potential canine siblings for Gypsy, bring them down to the shelter for a meet and greet to ensure they are the correct match.  Stop by and meet Gypsy today.",http://photos.petfinder.com/photos/pets/43500411/1/?bust=1544389972 http://photos.petfinder.com/photos/pets/43500411/2/?bust=1544389976 http://photos.petfinder.com/photos/pets/43500411/3/?bust=1544389977 http://photos.petfinder.com/photos/pets/43500411/4/?bust=1544401642 http://photos.petfinder.com/photos/pets/43500411/5/?bust=1544401643 http://photos.petfinder.com/photos/pets/43500411/6/?bust=1544931383,GYPSY 35193,43500411,F,M,A
1253,Baby,Pit Bull Terrier,"This 8 month old Pit mix is Ginger.Â  Ginger was surrendered to the shelter due to her owners losing their home.Â  She is an energetic, exuberant pup who would excel as part of an active household.Â  Ginger showed no interest in our toy or bone selection.Â  She accepted treats gently and had no issues at her food bowl.Â  Ginger hasn't been properly socialized with other dogs and would do best as the only pet in the household.Â  She is still young and with time, training and patience, this might change.Â  If you are interested in meeting this gorgeous girl, head down to Newark AHS today.",http://photos.petfinder.com/photos/pets/43569537/1/?bust=1545112757 http://photos.petfinder.com/photos/pets/43569537/2/?bust=1545112771 http://photos.petfinder.com/photos/pets/43569537/3/?bust=1545112781 http://photos.petfinder.com/photos/pets/43569537/4/?bust=1545112791,GINGER 34012,43569537,F,M,A
1254,Adult,Pit Bull Terrier,"This sweet 3 year old Pit mix is Henney.  Henney is a bit shy coming out of the kennel, but once outside she warms up fast and becomes very affectionate.  She sat on command for a treat, which she accepted softly from our fingers.  Henney loved chasing the tennis ball around the evaluation room.  She had no issues sharing both her toys or bone whenever asked.  She was relaxed at the food bowl and did ok with a slow introduction to a calm dog.  If you have any potential canine siblings for Henney, please bring them down to the shelter for a meet and greet to ensure they are the right match.  Stop by and meet Henney today.",http://photos.petfinder.com/photos/pets/43603515/1/?bust=1545449064 http://photos.petfinder.com/photos/pets/43603515/2/?bust=1545449069,HENNEY 34011,43603515,F,L,A
1255,Senior,Pit Bull Terrier,"This 10 year old Pit mix is Candela.  Candela was surrendered to the shelter due to the landlord not allowing pets.  She is quiet and reserved in her kennel, but definitely opened up when we took her outside.  Candela walks well on lead and is very affectionate.  She sat on command for a treat and had no issues sharing her food bowl with our evaluator.  Candela willingly shared her squeaky toys and tennis ball.  She was relaxed with the dog she met outside.  Stop by to meet this senior girl today.",http://photos.petfinder.com/photos/pets/43603582/1/?bust=1545450221 http://photos.petfinder.com/photos/pets/43603582/2/?bust=1545450243 http://photos.petfinder.com/photos/pets/43603582/3/?bust=1545450255,CANDELA 35434,43603582,F,L,A
1256,Adult,Pit Bull Terrier,"This 2 year old Pit mix is Stevie. Stevie is an energetic boy who would excel in an active household. He sat on command for a treat, which he accepted softly from our fingers. Stevie willingly shared both his toy and bone without issue. He was relaxed with all handling as he ate from his food bowl. Stevie was not comfortable with the dogs he met outside and would do best in a single pet household. Stop by to meet Stevie today.",http://photos.petfinder.com/photos/pets/43603488/1/?bust=1545448356 http://photos.petfinder.com/photos/pets/43603488/2/?bust=1545448362 http://photos.petfinder.com/photos/pets/43603488/3/?bust=1545448370,STEVIE 34668,43603488,M,M,A
1257,Adult,Pit Bull Terrier,"This 2 year old Pit mix is Olive Oyl.Â  Olive Oyl is a people focused, friendly girl who craves affectionate from her handler.Â  She sat on command for a treat, which she accepted softly from our fingers.Â  Olive Oyl loved playing fetch, bringing the ball right back, eager for us to throw it again.Â  She was relaxed with all handling as she ate from her food bowl.Â  Olive Oyl was uncomfortable with the dogs she met outside; while she was ok in the proximity of other dogs, she preferred not to have them in her space.Â  Olive Oyl has a ton of love to give and would make a fantastic companion in a single pet household.Â  Stop by to meet this sweet girl today.",http://photos.petfinder.com/photos/pets/43569518/1/?bust=1545111601 http://photos.petfinder.com/photos/pets/43569518/2/?bust=1545111610 http://photos.petfinder.com/photos/pets/43569518/3/?bust=1545111621 http://photos.petfinder.com/photos/pets/43569518/4/?bust=1545111632 http://photos.petfinder.com/photos/pets/43569518/5/?bust=1545111639,OLIVE OYL 34652,43569518,F,M,A
1258,Senior,Staffordshire Bull Terrier,"This 6 year old Staffie mix is Jasmine.Â  Jasmine walks well on lead and is extremely people focused.Â  She was friendly and bouncy in our eval room, happy to receive all the extra one on one attention.Â  She showed no interest in our toy or bone selection.Â  Jasmine was gentle accepting treats and relaxed at her food bowl.Â  She was a bit tense with the dogs outside and did not like them jumping in her face.Â  If you have any potential canine siblings for Jasmine, please bring them down to the shelter for a meet and greet to ensure they are the right match.Â  Stop by and meet Jasmine today.",http://photos.petfinder.com/photos/pets/43569531/1/?bust=1545112256 http://photos.petfinder.com/photos/pets/43569531/2/?bust=1545112266,JASMINE 35109,43569531,F,M,A
1259,Senior,Pit Bull Terrier,This 9 year old Pit mix is Hot Sauce.Â  Hot Sauce is a recent owner surrender that came to the shelter when his owners were moving and could not bring him along.Â  He is an active boy for his age and still has a ton of energy left in his golden years.Â  Hot Sauce sat on command for a treat and had no issues being handled while he ate from his food bowl.Â  He loves toys and enjoyed a game of tug of war with our evaluators.Â  Hot Sauce did very well meeting a male dog outside.Â  Stop by and meet this amazing boy today.,http://photos.petfinder.com/photos/pets/43603839/1/?bust=1545460986 http://photos.petfinder.com/photos/pets/43603839/2/?bust=1545460999,HOT SAUCE 35856,43603839,M,L,A
1260,Young,Pit Bull Terrier,"This sweet 1 year old Pit mix is Cynthia.  Cynthia is extremely affectionate and people focused.  She makes fast friends with everyone she meets.  Cynthia sat on command for a treat, which she accepted softly from our fingers.  She willingly shared both her toys and bone without issue.  Cynthia was relaxed being handled from head to tail as she ate from her food bowl.  She was comfortable with the male and female dogs she met outside.  Cynthia is a gem and we have no idea why her forever family hasnât found her yet.  Stop by and meet Cynthia today.",http://photos.petfinder.com/photos/pets/43616380/1/?bust=1545581712 http://photos.petfinder.com/photos/pets/43616380/2/?bust=1545581715 http://photos.petfinder.com/photos/pets/43616380/3/?bust=1545581718 http://photos.petfinder.com/photos/pets/43616380/4/?bust=1545581721,Cynthia 35346,43616380,F,M,A
1261,Adult,Pit Bull Terrier,"This 2 year old Pit mix is Logan. Logan is a sweet, friendly boy eager to receive some extra one on one attention. Logan sat and offered paw for a treat, which he accepted gently from our fingers. He willingly shared his toys whenever asked and showed no interest in the bone we offered him. Logan was relaxed with all handling as he ate from the food bowl. He did ok with a slow introduction to the female dog he met outside. If you have any potential canine siblings for Logan, please bring them down to the shelter for a meet and greet to ensure they are the right match. Stop by and meet Logan today.",http://photos.petfinder.com/photos/pets/43616329/1/?bust=1545579735 http://photos.petfinder.com/photos/pets/43616329/2/?bust=1545579746 http://photos.petfinder.com/photos/pets/43616329/3/?bust=1545579756 http://photos.petfinder.com/photos/pets/43616329/4/?bust=1545579765,LOGAN 35948,43616329,M,M,A
1262,Adult,"American Bulldog, Staffordshire Bull Terrier","This 3 year old American Bulldog/Staffie mix is Moose.  Moose is a bit shy upon first meeting, but we sat with him and gave him the time he needed to warm up to us.  This handsome boy came to us as an owner surrender due to allergies.  Moose sat and offered paw on command, he was gentle accepting treats and had no issues sharing his bone with our evaluators.  He loves toys, his favorite game being tug of war.  Moose wasn't interested in the food we offered him, but we sensed no tension at his food bowl.  He was relaxed and friendly with the female dog he met outside.  Stop by and meet Moose today.",http://photos.petfinder.com/photos/pets/43545943/1/?bust=1544832618 http://photos.petfinder.com/photos/pets/43545943/2/?bust=1544832623 http://photos.petfinder.com/photos/pets/43545943/3/?bust=1544832629 http://photos.petfinder.com/photos/pets/43545943/4/?bust=1545786288,MOOSE 35472,43545943,M,L,A
1263,Adult,Pit Bull Terrier,"This 3 year old Pit mix is Goliath.  Goliath is a happy affectionate boy who loved the extra one on one attention he received during his evaluation.  Goliath sat on command for a treat, which he accepted gently from our fingers.  He showed no interest in our toy or bone selection.  Goliath accepted all handling as he ate from his food bowl.  He was surrendered to the shelter for not getting along with other animals, but when tested with a male dog outside during his evaluation he was relaxed and friendly.  If you have any potential canine siblings for Goliath, please bring them down to the shelter for a meet and greet to ensure they are the right match.  Stop by and meet Goliath today.",http://photos.petfinder.com/photos/pets/43500435/1/?bust=1544391033 http://photos.petfinder.com/photos/pets/43500435/2/?bust=1544391038 http://photos.petfinder.com/photos/pets/43500435/3/?bust=1544391042 http://photos.petfinder.com/photos/pets/43500435/4/?bust=1544391046 http://photos.petfinder.com/photos/pets/43500435/5/?bust=1544401957,GOLIATH 34791,43500435,M,M,A
1264,Adult,Pit Bull Terrier,"Hi I'm Jewels

I was so scared when I came into the rescue
But now I'm a very happy puppy
I love baths, being pet, cuddles, going for walks with my foster and I'll love you 

I'm only 11 months old",http://photos.petfinder.com/photos/pets/38427743/1/?bust=1539373203 http://photos.petfinder.com/photos/pets/38427743/2/?bust=1539373204 http://photos.petfinder.com/photos/pets/38427743/3/?bust=1539373205 http://photos.petfinder.com/photos/pets/38427743/5/?bust=1497978602 http://photos.petfinder.com/photos/pets/38427743/6/?bust=1501702539,Jewels,38427743,F,L,A
1265,Baby,Pit Bull Terrier,"Hi everyone! I'm Jazzy! 

I was left at an adoption drive in Union Square one Saturday, but it was the best thing that happened to me because it's helped me to make lots of friends! However, finding my forever family would be the REAL best thing! My human friends tell me I am the smartest puppy in all the land: I know tons of commands like sit, down, stand, paw, look, and more! I promise that you won't meet a more brilliant puppy, and if you bring me home, you WON'T be disappointed. 

While I'd LOVE a foster home, what I REALLY want is a forever home!! Can it be with you?! I love to run around and play with other pups, but I get really excited by cats. My absolute favorite activity is playing with my squeaky toys, and I can't wait to show you just the right way to do it! Follow me on Instagram @findjazzyahome, and if you like to take pictures, come take some of me that I can share! I don't have opposable thumbs to take them of myself...

PS, I am spayed and fully vetted. I'm told that's an important detail to share!

If you'd like to know more, please e-mail info@mightymutts.org",http://photos.petfinder.com/photos/pets/37521372/1/?bust=1524409522 http://photos.petfinder.com/photos/pets/37521372/2/?bust=1488249441 http://photos.petfinder.com/photos/pets/37521372/3/?bust=1524409523 http://photos.petfinder.com/photos/pets/37521372/4/?bust=1524409523 http://photos.petfinder.com/photos/pets/37521372/5/?bust=1524409524 http://photos.petfinder.com/photos/pets/37521372/6/?bust=1524409524,Jazzy,37521372,F,M,A
1266,Young,Cattle Dog,"Our newest Mighty Mutt, Clipper, is around a year and a half old and looking for her forever home! Recently rescued from the south, Clipper has been enjoying life in Manhattan--all she needs to make her life perfect is YOU!",http://photos.petfinder.com/photos/pets/41462314/1/?bust=1524408720 http://photos.petfinder.com/photos/pets/41462314/2/?bust=1524408725 http://photos.petfinder.com/photos/pets/41462314/3/?bust=1524408847 http://photos.petfinder.com/photos/pets/41462314/4/?bust=1524408851 http://photos.petfinder.com/photos/pets/41462314/5/?bust=1524408855 http://photos.petfinder.com/photos/pets/41462314/6/?bust=1524408858,Clipper,41462314,F,L,A
1267,Adult,Staffordshire Bull Terrier,"Say hello to Moe, one of the cutest, friendliest dogs you will ever meet. Abandoned at a local high-volume shelter, this sweet five year old Staffie mix was on the list to be euthanized. Mighty Mutts got there in the nick of time and eventually found him a forever home. However, his mom is no longer able to take care of him. Mighty Mutts stepped right in again, and now Moe is enjoying his foster home along with his foster dad and his dadâs dog Bugsy, a Mighty Mutts alumni (see pictures of the two of them snuggling above).

After spending some time with him, we discovered Moe is completely deaf. Despite his disability and the trauma of moving from the home he knew to his foster home, Moe is a sweet mush who likes nothing more then either playing with his foster brother or snuggling next to his foster dad. What would make him even happier is a forever home of his own! 

Moe is about 60 pounds. He gets along great with people and dogs that he knows. Moe does not get along with cats. He can have some anxiety on leash (most likely due to his deafness) and a bit of separation anxiety as well. All he needs is a loving home and someone to help his confidence and show him how to be the best he can be!

Moe is currently in a foster home in Brooklyn.",http://photos.petfinder.com/photos/pets/41462606/1/?bust=1524410214 http://photos.petfinder.com/photos/pets/41462606/2/?bust=1524410220 http://photos.petfinder.com/photos/pets/41462606/3/?bust=1524410230 http://photos.petfinder.com/photos/pets/41462606/4/?bust=1524410236 http://photos.petfinder.com/photos/pets/41462606/5/?bust=1524410247 http://photos.petfinder.com/photos/pets/41462606/6/?bust=1524410253,Moe,41462606,M,L,A
1268,Adult,Pit Bull Terrier,"Ginger is a six year old mixed breed that had been living on the street with some homeless people. When they could no longer keep her, Ginger was left at a kill shelter and luckily wound up with Mighty Mutts. Although not good with dogs she doesnât know, Ginger loves meeting people and learning new tricks. She is very affectionate and LOVES treats. Ginger should be the only dog in a home with an experienced owner, but she will make whoever adopts her very happy.",http://photos.petfinder.com/photos/pets/41540350/1/?bust=1525318569 http://photos.petfinder.com/photos/pets/41540350/2/?bust=1525318572 http://photos.petfinder.com/photos/pets/41540350/3/?bust=1525318632 http://photos.petfinder.com/photos/pets/41540350/4/?bust=1525318583 http://photos.petfinder.com/photos/pets/41540350/5/?bust=1525318587 http://photos.petfinder.com/photos/pets/41540350/6/?bust=1525318592,Ginger,41540350,F,L,A
1269,Adult,Pit Bull Terrier,"Snow was recently rescued from the CACC for an elderly client in Brooklyn who recently lost her dog. This client has to have surprise surgery and will be recovering for 6 to 10 weeks, so Snow needs a temporary foster home! Snow would do best in a house without other dogs or younger kids. She's used to going outside in a yard. 

For more information, email jmcnamara408@gmail.com or call 212-875-7538.


* NOTE: This is a COURTESY POST. All information is provided by the contact. Mighty Mutts is not responsible for accuracy.",http://photos.petfinder.com/photos/pets/41540386/1/?bust=1525319812 http://photos.petfinder.com/photos/pets/41540386/2/?bust=1525319815 http://photos.petfinder.com/photos/pets/41540386/3/?bust=1525319821,Snow,41540386,F,L,A
1270,Adult,German Shepherd Dog,"Grizzly was surrendered to us when his owner was forced to relocate. He is a purebred German Shepherd and was purchased from a breeder as a puppy. Grizzly is about three and a half years old, and he is fully vetted and neutered.",http://photos.petfinder.com/photos/pets/42625037/1/?bust=1535742546 http://photos.petfinder.com/photos/pets/42625037/2/?bust=1535742549 http://photos.petfinder.com/photos/pets/42625037/3/?bust=1535742550,Grizzly,42625037,M,L,A
1271,Adult,Mixed Breed,"Meet our newest handsome boy, Huckleberry! This four year old cutie is incredibly sweet and loving, with the amazing ability of winning the heart of everyone he meets. Come meet him and you'll fall in love!",http://photos.petfinder.com/photos/pets/42625078/1/?bust=1535743085 http://photos.petfinder.com/photos/pets/42625078/2/?bust=1535743088 http://photos.petfinder.com/photos/pets/42625078/3/?bust=1535743112,Huckleberry,42625078,M,L,A
1272,Young,Mixed Breed,"Turkey was rescued as a puppy from a kid, who tried to strangle Turkey with a very tight rope around his Neck. He was shivering because of the trauma and confusion. After awaiting a long time to find an escort parent, he is finally in the US. He is adjusting well in his foster home. We noted few rashes on the skin which is due to lack of vitamins and rough flooring in the shelter back in Egypt. However, his fur and skin is already starting to look much better. With some TLC and good nutritious food, he will be a completely different dog. He is good with kids, cat and other dogs. He has webbed feet for walking in sand, a great beach and dune walker. Turkey is currently in a foster home in NYC, and he is neutered and fully vetted.


If you can help, please email Theresa at theresa.samsingh@foranimalsinc.com

* NOTE: This is a COURTESY POST. All information is provided by the contact. Mighty Mutts is not responsible for accuracy.",http://photos.petfinder.com/photos/pets/43146430/1/?bust=1540841035 http://photos.petfinder.com/photos/pets/43146430/2/?bust=1540841037 http://photos.petfinder.com/photos/pets/43146430/3/?bust=1540841038,Turkey,43146430,M,L,A
1273,Young,Black Mouth Cur,"""Hi everyone, My name is Riley! Iâm a big boy with an even bigger heart looking for a forever home. Despite my size I am still just a pup; Iâm a 2 year old, neutered, Black-Mouth Cur mix. I am in great health and up to date on my shots. Iâm full of energy and I love to go on walks and play play play. I do tend to pull on my leash when I see other dogs but only because I love to make new dog friends. Did I mention that I am also a dancer? Whether I know you or we just met I have a habit of jumping up and trying to do a little tango. When Iâm not trying to bust a move I love to cuddle and lay around the house. Like all dogs, Iâm a cutie, but Iâm not perfect. I must admit that I am possessive over my toys and sometimes I take things that are not mine. I have been experiencing some growing pains recently, and Iâve outgrown my current home. Iâm looking for a new owner who has some experience training a high-energy pup like myself.

My dream forever home would be with someone or with a couple, preferably without small children, who can dedicate themselves to working with me and guiding me to become the best boy I can possibly be.  From the tips of my buttery soft ears all the way down to my big doofy paws I know I am good boy and I can be an even better boy in time. It would mean the world to me if you could contact my dear friend Caryn about adopting me! Sheâs very friendly and willing to answer any questions you may have about me. You can call or text her at 845-372-8534 or email her at cbyllott@gmail.com.

I hope to hear from you soon! Have a pawsome day!""



* NOTE: This is a COURTESY POST. All information is provided by the contact. Mighty Mutts is not responsible for accuracy.",http://photos.petfinder.com/photos/pets/43146468/1/?bust=1540841609,Riley,43146468,M,L,A
1274,Adult,Poodle,"Ellie is a recently rescued eight-year-old poodle mix. Her mom passed away after a long illness, and her sister was going to take her to a local kill shelter if no one took her off her hands. Ellie is now being fostered in the East Village. Despite the fact she is still recovering from an emotional ordeal, Ellie is showing she will be a really special dog. She gets along with cats and is learning to get along with dogs as well (there are both in her foster home). She is housebroken and walks well on the leash. Ellie is starting to experience the first  moments of love, kindness, and affection she has had in a long time. Plus look how cute she is!

Please email rherskovitz@yahoo.com for more information or if you would like to meet Ellie.

* NOTE: This is a COURTESY POST. All information is provided by the contact. Mighty Mutts is not responsible for accuracy.",http://photos.petfinder.com/photos/pets/43507053/1/?bust=1544473881,Ellie,43507053,F,S,A
1275,Baby,Labrador Retriever,"This is Charlie. At 4 months old, he has huge paws so heâs going to be a big guy. Charlie is very friendly, good with dogs of all sizes, and he is working on the potty training and basic commands. He is food aggressive when it comes to other dogs but not people. Heâs neutered, microchipped, and up to date on shots.",http://photos.petfinder.com/photos/pets/43507084/1/?bust=1544474063 http://photos.petfinder.com/photos/pets/43507084/2/?bust=1544474066,Charlie,43507084,M,L,A
